0,7,10
50,7,10
75,11,14
94,15,18
99,16,19
104,20,19
109,21,20
114,22,21
119,23,22
124,24,23
129,25,24
134,26,25
139,27,26
144,28,27
149,29,28
154,30,29
159,31,30
164,32,31
169,33,32
174,34,33
179,35,34
184,36,35
189,37,36
194,37,37
